ID,Sentence,Word_Count,Word,Lex,D3Tok,D3Lex,Readability_Level,Readability_Level_19,Readability_Level_7,Readability_Level_5,Readability_Level_3,Annotator,Document,Source,Book,Author,Domain,Text_Class,split
10500340031,فقال له الملك: لقد أحسنت الزمر، وأحسنت الغناء.,11,"فقال له الملك : لقد أحسنت الزمر , وأحسنت الغناء .","قال ل ملك : قد أحسن زمر , أحسن غناء .","ف+ قال ل +ه ال+ ملك : ل+ قد أحسنت ال+ زمر , و+ أحسنت ال+ غناء .","ف+ قال ل +ه ال+ ملك : ل+ قد أحسن ال+ زمر , و+ أحسن ال+ غناء .",10-ya,10,4,2,1,IAA,BAREC_GL_الملك عادل_001.txt,Green Library,The Just King,#,Arts & Humanities,Foundational,train
10500340038,ويجب أن أفي بنذري، وأصدق في وعدي، وأنفذ كل كلمةٍ قلتها، وأوعدت بها.,17,"ويجب أن أفي بنذري , وأصدق في وعدي , وأنفذ كل كلمة قلتها , وأوعدت بها .","وجب أن وفى نذر , صدق في وعد , نفذ كل كلمة قال , أوعد ب .","و+ يجب أن أفي ب+ نذر +ي , و+ أصدق في وعد +ي , و+ أنفذ كل كلمة قلت +ها , و+ أوعدت ب +ها .","و+ وجب أن وفى ب+ نذر +ي , و+ صدق في وعد +ي , و+ نفذ كل كلمة قال +ها , و+ أوعد ب +ها .",12-lam,12,5,3,2,IAA,BAREC_GL_الملك عادل_001.txt,Green Library,The Just King,#,Arts & Humanities,Foundational,train
10500370007,"ومدينة ""كاندي"" اشتهرت بكثرة الأشجار ووفرة الزهر والثمار.. حتى أطلق عليها ""المدينة الخضراء""، أو ""كاندي الخضراء"".",26,"ومدينة "" كاندي "" اشتهرت بكثرة الأشجار ووفرة الزهر والثمار . . حتى أطلق عليها "" المدينة الخضراء "" , أو "" كاندي الخضراء "" .","مدينة "" كاندي "" ٱشتهر كثرة شجرة وفرة زهر ثمر . . حتى أطلق على "" مدينة أخضر "" , أو "" كاندي أخضر "" .","و+ مدينة "" كاندي "" اشتهرت ب+ كثرة ال+ أشجار و+ وفرة ال+ زهر و+ ال+ ثمار . . حتى أطلق على +ها "" ال+ مدينة ال+ خضراء "" , أو "" كاندي ال+ خضراء "" .","و+ مدينة "" كاندي "" ٱشتهر ب+ كثرة ال+ شجرة و+ وفرة ال+ زهر و+ ال+ ثمر . . حتى أطلق على +ها "" ال+ مدينة ال+ أخضر "" , أو "" كاندي ال+ أخضر "" .",10-ya,10,4,2,1,IAA,BAREC_GL_الوزير الحكيم_001.txt,Green Library,The Wise Minister,#,Arts & Humanities,Foundational,train
10500370037,ولكن هذا اليوم نهض الملك مبكرًا من فراشه كما نعلم ولم يستطع صبرًا حتى يحضر الوزير في موعده اليومي..,21,ولكن هذا اليوم نهض الملك مبكرا من فراشه كما نعلم ولم يستطع صبرا حتى يحضر الوزير في موعده اليومي . .,لكن هذا يوم نهض ملك مبكر من فراش ما علم لم ٱستطاع صبر حتى حضر وزير في موعد يومي . .,و+ لكن هذا ال+ يوم نهض ال+ ملك مبكرا من فراش +ه ك+ ما نعلم و+ لم يستطع صبرا حتى يحضر ال+ وزير في موعد +ه ال+ يومي . .,و+ لكن هذا ال+ يوم نهض ال+ ملك مبكر من فراش +ه ك+ ما علم و+ لم ٱستطاع صبر حتى حضر ال+ وزير في موعد +ه ال+ يومي . .,11-kaf,11,4,2,1,IAA,BAREC_GL_الوزير الحكيم_001.txt,Green Library,The Wise Minister,#,Arts & Humanities,Foundational,train
10500370039,قال الوزير: صباح الخير أيها الملك، ,8,"قال الوزير : صباح الخير أيها الملك ,","قال وزير : صباح خير أيها ملك ,","قال ال+ وزير : صباح ال+ خير أيها ال+ ملك ,","قال ال+ وزير : صباح ال+ خير أيها ال+ ملك ,",9-ta,9,3,2,1,IAA,BAREC_GL_الوزير الحكيم_001.txt,Green Library,The Wise Minister,#,Arts & Humanities,Foundational,train
10500370058,فقد كرهت هذه المواكب التي تقيدني..,8,فقد كرهت هذه المواكب التي تقيدني . .,قد كره هذا موكب الذي قيد . .,ف+ قد كرهت هذه ال+ مواكب التي تقيد +ني . .,ف+ قد كره هذا ال+ موكب الذي قيد +ني . .,10-ya,10,4,2,1,IAA,BAREC_GL_الوزير الحكيم_001.txt,Green Library,The Wise Minister,#,Arts & Humanities,Foundational,train
10500380037,أما علي، الابن الثاني، فقد اهتم بعلم البصريات، ودرس ما كتبه علماء العرب عن تشريح العين، وكيف تنقل عدسة العين الصور إلى المخ.,28,"أما علي , الابن الثاني , فقد اهتم بعلم البصريات , ودرس ما كتبه علماء العرب عن تشريح العين , وكيف تنقل عدسة العين الصور إلى المخ .","أما علي , ٱبن ثاني , قد ٱهتم علم بصري , درس ما كتب عالم عربي عن تشريح عين , كيف نقل عدسة عين صورة إلى مخ .","أما علي , ال+ ابن ال+ ثاني , ف+ قد اهتم ب+ علم ال+ بصريات , و+ درس ما كتب +ه علماء ال+ عرب عن تشريح ال+ عين , و+ كيف تنقل عدسة ال+ عين ال+ صور إلى ال+ مخ .","أما علي , ال+ ٱبن ال+ ثاني , ف+ قد ٱهتم ب+ علم ال+ بصري , و+ درس ما كتب +ه عالم ال+ عربي عن تشريح ال+ عين , و+ كيف نقل عدسة ال+ عين ال+ صورة إلى ال+ مخ .",14-nun,14,6,4,3,IAA,BAREC_GL_بدر البدور و الحصان المسحور_001.txt,Green Library,Badr Al-Budoor and the Enchanted Horse,#,Arts & Humanities,Foundational,train
10500380040,كما عرف كيف تتركب المناظير المقربة من عدة عدسات، تساعد على تقريب الأشياء البعيدة، وهي المناظير التي يستخدمها قادة السفن في البحار.,25,"كما عرف كيف تتركب المناظير المقربة من عدة عدسات , تساعد على تقريب الأشياء البعيدة , وهي المناظير التي يستخدمها قادة السفن في البحار .","كما عرف كيف تركب منظار مقرب من عدة عدسة , ساعد على تقريب شيء بعيد , هي منظار الذي ٱستخدم قائد سفينة في بحر .","كما عرف كيف تتركب ال+ مناظير ال+ مقربة من عدة عدسات , تساعد على تقريب ال+ أشياء ال+ بعيدة , و+ هي ال+ مناظير التي يستخدم +ها قادة ال+ سفن في ال+ بحار .","كما عرف كيف تركب ال+ منظار ال+ مقرب من عدة عدسة , ساعد على تقريب ال+ شيء ال+ بعيد , و+ هي ال+ منظار الذي ٱستخدم +ها قائد ال+ سفينة في ال+ بحر .",14-nun,14,6,4,3,IAA,BAREC_GL_بدر البدور و الحصان المسحور_001.txt,Green Library,Badr Al-Budoor and the Enchanted Horse,#,Arts & Humanities,Foundational,train
10500390028,وهو من أخلص رجالنا، وعلى اتصال دائم بنا بالرسائل التي يبعث بها عن طريق الحمام الزاجل..,19,"وهو من أخلص رجالنا , وعلى اتصال دائم بنا بالرسائل التي يبعث بها عن طريق الحمام الزاجل . .","هو من اخلص رجل , على ٱتصال دائم ب رسالة الذي بعث ب عن طريق حمام زاجل . .","و+ هو من اخلص رجال +نا , و+ على اتصال دائم ب +نا ب+ ال+ رسائل التي يبعث ب +ها عن طريق ال+ حمام ال+ زاجل . .","و+ هو من اخلص رجل +نا , و+ على ٱتصال دائم ب +نا ب+ ال+ رسالة الذي بعث ب +ها عن طريق ال+ حمام ال+ زاجل . .",11-kaf,11,4,2,1,IAA,BAREC_GL_بلاد النهر_001.txt,Green Library,The Land of the River,#,Arts & Humanities,Foundational,train
10500390035,وما هي إلا أيام معدودات حتى كان طارق ملمًا بكل صغيرةٍ وكبيرةٍ عن عادات وتقاليد أهل تلك البلاد، ,19,"وما هي إلا أيام معدودات حتى كان طارق ملما بكل صغيرة وكبيرة عن عادات وتقاليد أهل تلك البلاد ,","ما هي إلا يوم معدود حتى كان طارق ملم كل صغير كبير عن عادة تقليد أهل ذلك بلد ,","و+ ما هي إلا أيام معدودات حتى كان طارق ملما ب+ كل صغيرة و+ كبيرة عن عادات و+ تقاليد أهل تلك ال+ بلاد ,","و+ ما هي إلا يوم معدود حتى كان طارق ملم ب+ كل صغير و+ كبير عن عادة و+ تقليد أهل ذلك ال+ بلد ,",12-lam,12,5,3,2,IAA,BAREC_GL_بلاد النهر_001.txt,Green Library,The Land of the River,#,Arts & Humanities,Foundational,train
10500400024,وبعد أشهر وضعت ‹‹مبروكة›› بنتا جميلةً أسمتها ‹‹هناء››..,18,وبعد أشهر وضعت < < مبروكة > > بنتا جميلة أسمتها < < هناء > > . .,بعد شهر وضع < < مبروكه > > بنت جميل أسمى < < هناء > > . .,و+ بعد أشهر وضعت < < مبروكه > > بنتا جميلة أسمت +ها < < هناء > > . .,و+ بعد شهر وضع < < مبروكه > > بنت جميل أسمى +ها < < هناء > > . .,8-Ha,8,3,2,1,IAA,BAREC_GL_بنات الصياد_001.txt,Green Library,The Fisherman’s Daughters,#,Arts & Humanities,Foundational,train
10500400032,كان العم ‹‹مبروك›› يستيقظ قبل الفجر..,12,كان العم < < مبروك > > يستيقظ قبل الفجر . .,كان عم < < مبروك > > ٱستيقظ قبل فجر . .,كان ال+ عم < < مبروك > > يستيقظ قبل ال+ فجر . .,كان ال+ عم < < مبروك > > ٱستيقظ قبل ال+ فجر . .,10-ya,10,4,2,1,IAA,BAREC_GL_بنات الصياد_001.txt,Green Library,The Fisherman’s Daughters,#,Arts & Humanities,Foundational,train
10500450020,سمعه يقول في صوتٍ خفيضٍ: أنا الدكتور ‹‹مدحت››..,15,سمعه يقول في صوت خفيض : أنا الدكتور < < مدحت > > . .,سمع قال في صوت خفيض : أنا دكتور < < مدحت > > . .,سمع +ه يقول في صوت خفيض : أنا ال+ دكتور < < مدحت > > . .,سمع +ه قال في صوت خفيض : أنا ال+ دكتور < < مدحت > > . .,12-lam,12,5,3,2,IAA,BAREC_GL_حلم من دخان_001.txt,Green Library,A Dream of Smoke,#,Arts & Humanities,Foundational,train
10500450036,أغلق عليه بابها، ,4,"أغلق عليه بابها ,","أغلق على باب ,","أغلق على +ه باب +ها ,","أغلق على +ه باب +ها ,",6-waw,6,2,1,1,IAA,BAREC_GL_حلم من دخان_001.txt,Green Library,A Dream of Smoke,#,Arts & Humanities,Foundational,train
10500450042,ثلاثة شهور مرت لم تسدد لي – خلالها- إيجار الغرفة..,13,ثلاثة شهور مرت لم تسدد لي - خلالها - إيجار الغرفة . .,ثلاث شهر مر لم سدد ل - خلال - إيجار غرفة . .,ثلاثة شهور مرت لم تسدد ل +ي - خلال +ها - إيجار ال+ غرفة . .,ثلاث شهر مر لم سدد ل +ي - خلال +ها - إيجار ال+ غرفة . .,12-lam,12,5,3,2,IAA,BAREC_GL_حلم من دخان_001.txt,Green Library,A Dream of Smoke,#,Arts & Humanities,Foundational,train
10500450049,يمسح نقشه العجيب برفق وعجلة، ,6,"يمسح نقشه العجيب برفق وعجلة ,","مسح نقش عجيب رفقة عجلة ,","يمسح نقش +ه ال+ عجيب ب+ رفق و+ عجلة ,","مسح نقش +ه ال+ عجيب ب+ رفقة و+ عجلة ,",12-lam,12,5,3,2,IAA,BAREC_GL_حلم من دخان_001.txt,Green Library,A Dream of Smoke,#,Arts & Humanities,Foundational,train
10500450064,ثم سأله مبتسمًا: ما اسمك أيها المارد...؟,12,ثم سأله مبتسما : ما اسمك أيها المارد . . . ؟,ثم سأل مبتسم : ما ٱسم أيها مارد . . . ؟,ثم سأل +ه مبتسما : ما اسم +ك أيها ال+ مارد . . . ؟,ثم سأل +ه مبتسم : ما ٱسم +ك أيها ال+ مارد . . . ؟,9-ta,9,3,2,1,IAA,BAREC_GL_حلم من دخان_001.txt,Green Library,A Dream of Smoke,#,Arts & Humanities,Foundational,train
10500460030,وخرج مسرور مهرولًا وهو في حيرةٍ من أمر السلطان، وفيما ينوي أن ينفذه مع وزيره ,16,"وخرج مسرور مهرولا وهو في حيرة من أمر السلطان , وفيما ينوي أن ينفذه مع وزيره","خرج مسرور مهرول هو في حيرة من أمر سلطان , فيما نوى أن نفذ مع وزير","و+ خرج مسرور مهرولا و+ هو في حيرة من أمر ال+ سلطان , و+ فيما ينوي أن ينفذ +ه مع وزير +ه","و+ خرج مسرور مهرول و+ هو في حيرة من أمر ال+ سلطان , و+ فيما نوى أن نفذ +ه مع وزير +ه",10-ya,10,4,2,1,IAA,BAREC_GL_خاتم السلطان_001.txt,Green Library,The Sultan’s Ring,#,Arts & Humanities,Foundational,train
10500470008,وهي فتاة طويلة، ذات شعر أسود، ووجناتٍ وردية.,11,"وهي فتاة طويلة , ذات شعر أسود , ووجنات وردية .","هي فتاة طويل , ذات شعر أسود , وجنة وردي .","و+ هي فتاة طويلة , ذات شعر أسود , و+ وجنات وردية .","و+ هي فتاة طويل , ذات شعر أسود , و+ وجنة وردي .",8-Ha,8,3,2,1,IAA,BAREC_GL_دنانير لبلبة_001.txt,Green Library,Labeeba’s Gold Coins,#,Arts & Humanities,Foundational,train
10500470037,كانت هذه هي أماني لبلبة الصغيرة في الحياة، ولكنها لم تجد وسيلة يمكن أن تحقق بها أحلامها وأمانيها.,20,"كانت هذه هي أماني لبلبة الصغيرة في الحياة , ولكنها لم تجد وسيلة يمكن أن تحقق بها أحلامها وأمانيها .","كان هذا هي أمنية لبلبه صغير في حياة , لكن لم وجد وسيلة أمكن أن حقق ب حلم أمنية .","كانت هذه هي أماني لبلبه ال+ صغيرة في ال+ حياة , و+ لكن +ها لم تجد وسيلة يمكن أن تحقق ب +ها أحلام +ها و+ أماني +ها .","كان هذا هي أمنية لبلبه ال+ صغير في ال+ حياة , و+ لكن +ها لم وجد وسيلة أمكن أن حقق ب +ها حلم +ها و+ أمنية +ها .",11-kaf,11,4,2,1,IAA,BAREC_GL_دنانير لبلبة_001.txt,Green Library,Labeeba’s Gold Coins,#,Arts & Humanities,Foundational,train
10500470039,وكلما عهدت إليهما سيدتهما بعملٍ شاق أو مهمة دقيقة فإنهما تقولان: ‹‹ستقوم لبلبة بهذا، ,18,"وكلما عهدت إليهما سيدتهما بعمل شاق أو مهمة دقيقة فإنهما تقولان : < < ستقوم لبلبة بهذا ,","كلما عهد إلى سيدة عمل شاق أو مهمة دقيق إن قال : < < قام لبلبه هذا ,","و+ كلما عهدت إلى +هما سيدة +هما ب+ عمل شاق أو مهمة دقيقة ف+ إن +هما تقولان : < < س+ تقوم لبلبه ب+ هذا ,","و+ كلما عهد إلى +هما سيدة +هما ب+ عمل شاق أو مهمة دقيق ف+ إن +هما قال : < < س+ قام لبلبه ب+ هذا ,",12-lam,12,5,3,2,IAA,BAREC_GL_دنانير لبلبة_001.txt,Green Library,Labeeba’s Gold Coins,#,Arts & Humanities,Foundational,train
10500480013,وتخدمه بكل حب واحترام.,5,وتخدمه بكل حب واحترام .,خدم كل حب ٱحترام .,و+ تخدم +ه ب+ كل حب و+ احترام .,و+ خدم +ه ب+ كل حب و+ ٱحترام .,9-ta,9,3,2,1,IAA,BAREC_GL_سر الشعر الأسود_001.txt,Green Library,The Secret of the Black Hair,#,Arts & Humanities,Foundational,train
10500480033,وأسرعت ‹‹جدائل›› بالنظر إلى الجنود.. ثم نظرت إلى قائدهم..,17,وأسرعت < < جدائل > > بالنظر إلى الجنود . . ثم نظرت إلى قائدهم . .,أسرع < < جديلة > > نظر إلى جندي . . ثم نظر إلى قائد . .,و+ أسرعت < < جدائل > > ب+ ال+ نظر إلى ال+ جنود . . ثم نظرت إلى قائد +هم . .,و+ أسرع < < جديلة > > ب+ ال+ نظر إلى ال+ جندي . . ثم نظر إلى قائد +هم . .,8-Ha,8,3,2,1,IAA,BAREC_GL_سر الشعر الأسود_001.txt,Green Library,The Secret of the Black Hair,#,Arts & Humanities,Foundational,train
10500490034,وقعد الثلاثة يبحثون ويدبرون.. ويفكرون: ماذا يعملون...؟!,15,وقعد الثلاثة يبحثون ويدبرون . . ويفكرون : ماذا يعملون . . . ؟ !,قعد ثلاث بحث دبر . . فكر : ماذا عمل . . . ؟ !,و+ قعد ال+ ثلاثة يبحثون و+ يدبرون . . و+ يفكرون : ماذا يعملون . . . ؟ !,و+ قعد ال+ ثلاث بحث و+ دبر . . و+ فكر : ماذا عمل . . . ؟ !,8-Ha,8,3,2,1,IAA,BAREC_GL_سر العلبة الذهبية_001.txt,Green Library,The Secret of the Golden Box,#,Arts & Humanities,Foundational,train
10500490043,فاذهب الآن يا (كاو).. وابحث عن (ماو).. وهاته معك..,19,فاذهب الآن يا ( كاو ) . . وابحث عن ( ماو ) . . وهاته معك . .,اذهب آن يا ( كاو ) . . ابحث عن ( ماو ) . . هذا مع . .,ف+ اذهب ال+ آن يا ( كاو ) . . و+ ابحث عن ( ماو ) . . و+ هاته مع +ك . .,ف+ اذهب ال+ آن يا ( كاو ) . . و+ ابحث عن ( ماو ) . . و+ هذا مع +ك . .,12-lam,12,5,3,2,IAA,BAREC_GL_سر العلبة الذهبية_001.txt,Green Library,The Secret of the Golden Box,#,Arts & Humanities,Foundational,train
10500490051,فقال الشخص الذي يدق الباب: - أنا..,10,فقال الشخص الذي يدق الباب : - أنا . .,قال شخص الذي دق باب : - أنا . .,ف+ قال ال+ شخص الذي يدق ال+ باب : - أنا . .,ف+ قال ال+ شخص الذي دق ال+ باب : - أنا . .,10-ya,10,4,2,1,IAA,BAREC_GL_سر العلبة الذهبية_001.txt,Green Library,The Secret of the Golden Box,#,Arts & Humanities,Foundational,train
10500510015,لم تفهم والدته ماذا يقصد!,6,لم تفهم والدته ماذا يقصد !,لم فهم والد ماذا قصد !,لم تفهم والدة +ه ماذا يقصد !,لم فهم والد +ه ماذا قصد !,8-Ha,8,3,2,1,IAA,BAREC_GL_سلطان ليوم واحد_001.txt,Green Library,Sultan for a Day,#,Arts & Humanities,Foundational,train
10500510020,عاد أبو الحسن يضحك وهو يقول: ‹‹بل سأخفي الجزء الأكبر منها، وأتظاهر أن الباقي هو كل ما ورثته››.,25,"عاد أبو الحسن يضحك وهو يقول : < < بل سأخفي الجزء الأكبر منها , وأتظاهر أن الباقي هو كل ما ورثته > > .","عاد أبو حسن ضحك هو قال : < < بل أخفى جزء أكبر من , تظاهر أن باقي هو كل ما ورث > > .","عاد أبو ال+ حسن يضحك و+ هو يقول : < < بل س+ أخفي ال+ جزء ال+ أكبر من +ها , و+ أتظاهر أن ال+ باقي هو كل ما ورثت +ه > > .","عاد أبو ال+ حسن ضحك و+ هو قال : < < بل س+ أخفى ال+ جزء ال+ أكبر من +ها , و+ تظاهر أن ال+ باقي هو كل ما ورث +ه > > .",12-lam,12,5,3,2,IAA,BAREC_GL_سلطان ليوم واحد_001.txt,Green Library,Sultan for a Day,#,Arts & Humanities,Foundational,train
10500510021,ثم تمهل قبل أن يكمل: ‹‹سأنفق هذا الباقي على أصحابي لأكشف ما يخفون نحوي داخل صدورهم!››,22,ثم تمهل قبل أن يكمل : < < سأنفق هذا الباقي على أصحابي لأكشف ما يخفون نحوي داخل صدورهم ! > >,ثم تمهل قبل أن أكمل : < < أنفق هذا باقي على صاحب كشف ما أخفى نحو داخل صدور ! > >,ثم تمهل قبل أن يكمل : < < س+ أنفق هذا ال+ باقي على أصحاب +ي ل+ أكشف ما يخفون نحو +ي داخل صدور +هم ! > >,ثم تمهل قبل أن أكمل : < < س+ أنفق هذا ال+ باقي على صاحب +ي ل+ كشف ما أخفى نحو +ي داخل صدور +هم ! > >,11-kaf,11,4,2,1,IAA,BAREC_GL_سلطان ليوم واحد_001.txt,Green Library,Sultan for a Day,#,Arts & Humanities,Foundational,train
10500510041,سألته في لهفة ‹‹لم يحدث أن تركت أصحابك هكذا من قبل!,14,سألته في لهفة < < لم يحدث أن تركت أصحابك هكذا من قبل !,سأل في لهفة < < لم حدث أن ترك صاحب هكذا من قبل !,سألت +ه في لهفة < < لم يحدث أن تركت أصحاب +ك هكذا من قبل !,سأل +ه في لهفة < < لم حدث أن ترك صاحب +ك هكذا من قبل !,9-ta,9,3,2,1,IAA,BAREC_GL_سلطان ليوم واحد_001.txt,Green Library,Sultan for a Day,#,Arts & Humanities,Foundational,train
10500510042,ماذا أصابك على غير انتظار؟!››,9,ماذا أصابك على غير انتظار ؟ ! > >,ماذا أصاب على غير ٱنتظار ؟ ! > >,ماذا أصاب +ك على غير انتظار ؟ ! > >,ماذا أصاب +ك على غير ٱنتظار ؟ ! > >,8-Ha,8,3,2,1,IAA,BAREC_GL_سلطان ليوم واحد_001.txt,Green Library,Sultan for a Day,#,Arts & Humanities,Foundational,train
10500530014,كان زنكار يذهب في رحلات صيد بعيدة، تشغله كثيرًا عن أمور الحكم.,14,"كان زنكار يذهب في رحلات صيد بعيدة , تشغله كثيرا عن أمور الحكم .","كان زنكار ذهب في رحلة صيد بعيد , شغل كثير عن أمر حكم .","كان زنكار يذهب في رحلات صيد بعيدة , تشغل +ه كثيرا عن أمور ال+ حكم .","كان زنكار ذهب في رحلة صيد بعيد , شغل +ه كثير عن أمر ال+ حكم .",10-ya,10,4,2,1,IAA,BAREC_GL_ضوء النهار و الملك زنكار_001.txt,Green Library,Daylight and King Zankar,#,Arts & Humanities,Foundational,train
10500530033,أخبره زنكار أنه هو الملك، وأنه فقد طريقه إلى قصره.,12,"أخبره زنكار أنه هو الملك , وأنه فقد طريقه إلى قصره .","أخبر زنكار أن هو ملك , أن فقد طريق إلى قصر .","أخبر +ه زنكار أن +ه هو ال+ ملك , و+ أن +ه فقد طريق +ه إلى قصر +ه .","أخبر +ه زنكار أن +ه هو ال+ ملك , و+ أن +ه فقد طريق +ه إلى قصر +ه .",10-ya,10,4,2,1,IAA,BAREC_GL_ضوء النهار و الملك زنكار_001.txt,Green Library,Daylight and King Zankar,#,Arts & Humanities,Foundational,train
10500530044,مر الوقت بطيئًا حتى سمع بكاء المولود وبعده سمع بكاء صاحب الدار.,13,مر الوقت بطيئا حتى سمع بكاء المولود وبعده سمع بكاء صاحب الدار .,مر وقت بطيء حتى سمع بكاء مولود بعد سمع بكاء صاحب دار .,مر ال+ وقت بطيئا حتى سمع بكاء ال+ مولود و+ بعد +ه سمع بكاء صاحب ال+ دار .,مر ال+ وقت بطيء حتى سمع بكاء ال+ مولود و+ بعد +ه سمع بكاء صاحب ال+ دار .,8-Ha,8,3,2,1,IAA,BAREC_GL_ضوء النهار و الملك زنكار_001.txt,Green Library,Daylight and King Zankar,#,Arts & Humanities,Foundational,train
10500530051,تحدث الملاك أيضًا إلى الطفل ,5,تحدث الملاك أيضا إلى الطفل,تحدث مالك أيضا إلى طفل,تحدث ال+ ملاك أيضا إلى ال+ طفل,تحدث ال+ مالك أيضا إلى ال+ طفل,8-Ha,8,3,2,1,IAA,BAREC_GL_ضوء النهار و الملك زنكار_001.txt,Green Library,Daylight and King Zankar,#,Arts & Humanities,Foundational,train
10500540005,‹‹لن أقابل هؤلاء السفراء..,8,< < لن أقابل هؤلاء السفراء . .,< < لن قابل هذا سفير . .,< < لن أقابل هؤلاء ال+ سفراء . .,< < لن قابل هذا ال+ سفير . .,12-lam,12,5,3,2,IAA,BAREC_GL_طيور الأحلام_001.txt,Green Library,Birds of Dreams,#,Arts & Humanities,Foundational,train
10500550015,وكان مما يثير دهشتها، أن الغابات خضر على وجه الأرض وأن الأزهار فيها يتضوع منها عطر لا تثبته تحت الماء.,22,"وكان مما يثير دهشتها , أن الغابات خضر على وجه الأرض وأن الأزهار فيها يتضوع منها عطر لا تثبته تحت الماء .","كان من أثار دهشة , أن غابة خضرة على وجه أرض أن زهور في تضوع من عطر لا أثبت تحت ماء .","و+ كان من +ما يثير دهشة +ها , أن ال+ غابات خضر على وجه ال+ أرض و+ أن ال+ أزهار في +ها يتضوع من +ها عطر لا تثبت +ه تحت ال+ ماء .","و+ كان من +ما أثار دهشة +ها , أن ال+ غابة خضرة على وجه ال+ أرض و+ أن ال+ زهور في +ها تضوع من +ها عطر لا أثبت +ه تحت ال+ ماء .",13-mim,13,5,3,2,IAA,BAREC_GL_عروس البحر_001.txt,Green Library,The Mermaid,#,Arts & Humanities,Foundational,train
10500550027,فقالت لهن فيما قالت: - ‹‹ما أجمل الشواطئ مفروشة بالرمال تنكسر عندها أمواج البحر!,18,فقالت لهن فيما قالت : - < < ما أجمل الشواطئ مفروشة بالرمال تنكسر عندها أمواج البحر !,قال ل فيما قال : - < < ما أجمل شاطئ مفروش رمل ٱنكسر عند موج بحر !,ف+ قالت ل +هن فيما قالت : - < < ما أجمل ال+ شواطئ مفروشة ب+ ال+ رمال تنكسر عند +ها أمواج ال+ بحر !,ف+ قال ل +هن فيما قال : - < < ما أجمل ال+ شاطئ مفروش ب+ ال+ رمل ٱنكسر عند +ها موج ال+ بحر !,10-ya,10,4,2,1,IAA,BAREC_GL_عروس البحر_001.txt,Green Library,The Mermaid,#,Arts & Humanities,Foundational,train
10500570034,وكان الملك على عادته، يتقصى شؤون جزائره، متنقلًا من واحدةٍ إلى أخرى، بزورقٍ صغير،,18,"وكان الملك على عادته , يتقصى شؤون جزائره , متنقلا من واحدة إلى أخرى , بزورق صغير ,","كان ملك على عادة , تقصى شأن جزائر , متنقل من واحد إلى أخرى , زورق صغير ,","و+ كان ال+ ملك على عادة +ه , يتقصى شؤون جزائر +ه , متنقلا من واحدة إلى أخرى , ب+ زورق صغير ,","و+ كان ال+ ملك على عادة +ه , تقصى شأن جزائر +ه , متنقل من واحد إلى أخرى , ب+ زورق صغير ,",12-lam,12,5,3,2,IAA,BAREC_GL_فى جزيرة النور_001.txt,Green Library,On the Island of Light,#,Arts & Humanities,Foundational,train
10500580010,ويوم أصبح هؤلاء الأبناء قادرين على العمل، قال لهم أبوهم: عليكم يا أبنائي، أن تتركوا هذا الكوخ الذي ولدتم فيه، وأن تضربوا في طول البلاد وعرضها سعيًا وراء الرزق، ,34,"ويوم أصبح هؤلاء الأبناء قادرين على العمل , قال لهم أبوهم : عليكم يا أبنائي , أن تتركوا هذا الكوخ الذي ولدتم فيه , وأن تضربوا في طول البلاد وعرضها سعيا وراء الرزق ,","يوم أصبح هذا ٱبن قادر على عمل , قال ل أب : على يا ٱبن , أن ترك هذا كوخ الذي ولد في , أن ضرب في طول بلد عرض سعي وراء رزق ,","و+ يوم أصبح هؤلاء ال+ أبناء قادرين على ال+ عمل , قال ل +هم أبو +هم : على +كم يا أبناء +ي , أن تتركوا هذا ال+ كوخ الذي ولدتم في +ه , و+ أن تضربوا في طول ال+ بلاد و+ عرض +ها سعيا وراء ال+ رزق ,","و+ يوم أصبح هذا ال+ ٱبن قادر على ال+ عمل , قال ل +هم أب +هم : على +كم يا ٱبن +ي , أن ترك هذا ال+ كوخ الذي ولد في +ه , و+ أن ضرب في طول ال+ بلد و+ عرض +ها سعي وراء ال+ رزق ,",12-lam,12,5,3,2,IAA,BAREC_GL_قصير الذيل_001.txt,Green Library,Short-Tailed,#,Arts & Humanities,Foundational,train
10500580014,ولم يكن من السهل أن تطرح تلك الشجرة أرضًا، فما من فأسٍ أهوى بها أقوياء الحطابين على جذعها إلا تحطمت، وما من غصنٍ قطع منها إلا نبت غصنان في مكانه.,33,"ولم يكن من السهل أن تطرح تلك الشجرة أرضا , فما من فأس أهوى بها أقوياء الحطابين على جذعها إلا تحطمت , وما من غصن قطع منها إلا نبت غصنان في مكانه .","لم كان من سهل أن طرح ذلك شجرة أرض , ما من فاس أهوى ب اقوياء حطابين على جذع إلا تحطم , ما من غصن قطع من إلا نبت غصن في مكان .","و+ لم يكن من ال+ سهل أن تطرح تلك ال+ شجرة أرضا , ف+ ما من فاس أهوى ب +ها اقوياء ال+ حطابين على جذع +ها إلا تحطمت , و+ ما من غصن قطع من +ها إلا نبت غصنان في مكان +ه .","و+ لم كان من ال+ سهل أن طرح ذلك ال+ شجرة أرض , ف+ ما من فاس أهوى ب +ها اقوياء ال+ حطابين على جذع +ها إلا تحطم , و+ ما من غصن قطع من +ها إلا نبت غصن في مكان +ه .",12-lam,12,5,3,2,IAA,BAREC_GL_قصير الذيل_001.txt,Green Library,Short-Tailed,#,Arts & Humanities,Foundational,train
