ID,Label,Final_Prediction,Reasons,Codes,Arabic_Descriptions,Orthography,word count,Morphology,syntactic,vocab,content
10300220034,13,13,['S13-1'],{'syntactic': ['S13-1']},['الجمل شرطية ( مركبة - عادية)'],,,,S,,
10300230004,12,12,['V12-4'],{'vocab': ['V12-4']},['ذو'],,,,,V,
10300230006,11,11,"['M11-1', 'idafa_lafzia']","{'Morphology': ['M11-1'], 'syntactic': ['S11-2']}","['المشتقات على أنواعها', 'إضافة خيالية (لفظية) طويل القامة']",,,M,S,,
10300230020,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300230029,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300230037,13,13,"['S13-1', 'content_level_6']","{'syntactic': ['S13-1'], 'content': ['C13-1']}","['الجمل شرطية ( مركبة - عادية)', 'تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.']",,,,S,,C
10300240016,8,8,[],{},[],,,,,,
10300240058,10,10,"['inna_wa_akhawataha', 'advanced_khabar']","{'syntactic': ['S10-1', 'S10-3']}","['إن وأخواتها', 'خبر مقدم / مبتدأ مؤخر']",,,,S,,
10300260036,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10300270045,9,9,"['V9-1', 'content_level_4']","{'vocab': ['V9-1'], 'content': ['C9-1']}","['مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,,,,V,C
10300280005,12,12,"['S12-1', 'V12-4']","{'syntactic': ['S12-1'], 'vocab': ['V12-4']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'ذو']",,,,S,V,
10300280015,10,10,"['inna_wa_akhawataha', 'kana_wa_akhawataha', 'advanced_khabar']","{'syntactic': ['S10-1', 'S10-2', 'S10-3']}","['إن وأخواتها', 'كان وأخواتها', 'خبر مقدم / مبتدأ مؤخر']",,,,S,,
10300290020,8,8,"['unique_words', 'samerMSA_2.1', 'content_level_3']","{'word count': ['WC'], 'vocab': ['V8-1'], 'content': ['C8-1']}","['عدد الكلمات', 'مفردات فصيحة - سامر ١ و سامر ٢', 'بعض الرمزية يحتاج معها القارئ إلى مساعدة من يشرح له المقصود من الفكرة']",,W,,,V,C
10300290042,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10300300040,12,12,[],{},[],,,,,,
10300310027,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10300310044,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10300330009,12,12,['M12-1'],{'Morphology': ['M12-1']},['التصغير'],,,M,,,
10300330018,12,12,"['M12-1', 'S12-5']","{'Morphology': ['M12-1'], 'syntactic': ['S12-5']}","['التصغير', 'تمييز']",,,M,S,,
10300340029,10,10,"['inna_wa_akhawataha', 'kana_wa_akhawataha']","{'syntactic': ['S10-1', 'S10-2']}","['إن وأخواتها', 'كان وأخواتها']",,,,S,,
10300350026,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
10300350027,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10300350037,11,11,"['unique_words', 'M11-1']","{'word count': ['WC'], 'Morphology': ['M11-1']}","['عدد الكلمات', 'المشتقات على أنواعها']",,W,M,,,
10300390028,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10300390029,6,6,['syllables'],{'Orthography': ['O']},['عدد المقاطع'],O,,,,,
10300390033,13,13,[],{},[],,,,,,
10300400043,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10300420003,10,10,"['passive_voice', 'kana_wa_akhawataha', 'S10-6']","{'Morphology': ['M10-1'], 'syntactic': ['S10-2', 'S10-6']}","['المبني للمجهول', 'كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,M,S,,
10300420006,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
10300420044,10,10,['S10-6'],{'syntactic': ['S10-6']},['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به'],,,,S,,
10300420048,8,8,"['M8-3', 'verbal_sentence_with_two_objects', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'syntactic': ['S8-4'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'جملة فعلية تتعدى إلى مفعولين', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,S,V,
10300440003,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300440040,14,14,"['S14-1', 'samerMSA_4.0']","{'syntactic': ['S14-1'], 'vocab': ['V14-1']}","['التوكيد المعنوي', 'مفردات فصيحة - سامر ٤']",,,,S,V,
10300460041,12,12,[],{},[],,,,,,
10300460063,13,13,"['S13-1', 'content_level_6']","{'syntactic': ['S13-1'], 'content': ['C13-1']}","['الجمل شرطية ( مركبة - عادية)', 'تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.']",,,,S,,C
10300470010,12,12,['V12-4'],{'vocab': ['V12-4']},['ذو'],,,,,V,
10300470049,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10300470054,12,12,[],{},[],,,,,,
10300490013,7,7,"['S7-1', 'samerMSA_2.0', 'content_level_2']","{'syntactic': ['S7-1'], 'vocab': ['V7-1'], 'content': ['C7-1']}","['مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢', 'بعض الرمزية أو عدم التصريح المباشر بكل المقصود في الجملة']",,,,S,V,C
10300520008,5,5,"['syllables', 'dual_noun_adj', 'content_level_1']","{'Orthography': ['O'], 'Morphology': ['M5-2'], 'content': ['C5-1']}","['عدد المقاطع', 'المثنى (في الأسماء والصفات)', 'لا رمزية في النص.']",O,,M,,,C
10300520009,13,13,[],{},[],,,,,,
10300520060,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300540005,12,12,"['S12-1', 'S12-5']","{'syntactic': ['S12-1', 'S12-5']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'تمييز']",,,,S,,
10300540006,13,13,[],{},[],,,,,,
10300540019,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300540072,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300560020,13,13,[],{},[],,,,,,
10300560028,12,12,[],{},[],,,,,,
10300570005,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300570031,10,10,"['S10-6', 'V10-2']","{'syntactic': ['S10-6'], 'vocab': ['V10-2']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', '(قد – لقد)']",,,,S,V,
10300570032,5,5,"['suf_pron', 'content_level_1']","{'Morphology': ['M5-1'], 'content': ['C5-1']}","['لواحق: ضمير متصل مفرد أو جمع', 'لا رمزية في النص.']",,,M,,,C
10300580008,10,10,[],{},[],,,,,,
10300580017,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300580033,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300580035,10,10,"['kana_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-2', 'S10-6']}","['كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10300590018,9,9,['V9-1'],{'vocab': ['V9-1']},['مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة'],,,,,V,
10300590024,7,7,"['S7-1', 'samerMSA_2.0']","{'syntactic': ['S7-1'], 'vocab': ['V7-1']}","['مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢']",,,,S,V,
10300590036,8,8,['M8-3'],{'Morphology': ['M8-3']},['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف'],,,M,,,
10300590042,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10300600013,10,10,"['kana_wa_akhawataha', 'advanced_khabar']","{'syntactic': ['S10-2', 'S10-3']}","['كان وأخواتها', 'خبر مقدم / مبتدأ مؤخر']",,,,S,,
10300600031,10,10,[],{},[],,,,,,
10300600033,10,10,"['inna_wa_akhawataha', 'kana_wa_akhawataha']","{'syntactic': ['S10-1', 'S10-2']}","['إن وأخواتها', 'كان وأخواتها']",,,,S,,
10300610044,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
10300610055,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10400010021,9,9,['V9-1'],{'vocab': ['V9-1']},['مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة'],,,,,V,
10400010033,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
10400010073,2,2,"['syllables', 'vocab_2.0']","{'Orthography': ['O'], 'vocab': ['V2-2']}","['عدد المقاطع', 'مفردات متشابهة مع العامية - سامر ١']",O,,,,V,
10400010200,7,7,"['S7-1', 'samerMSA_2.0']","{'syntactic': ['S7-1'], 'vocab': ['V7-1']}","['مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢']",,,,S,V,
10400030020,9,9,['vocative'],{'syntactic': ['S9-1']},['المنادى'],,,,S,,
10400030038,10,10,"['advanced_khabar', 'S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-3', 'S10-6'], 'vocab': ['V10-1']}","['خبر مقدم / مبتدأ مؤخر', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10400030046,8,8,['M8-3'],{'Morphology': ['M8-3']},['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف'],,,M,,,
10400030072,5,5,"['syllables', 'coordinated_verbs', 'content_level_1']","{'Orthography': ['O'], 'syntactic': ['S5-2'], 'content': ['C5-1']}","['عدد المقاطع', 'جمل معطوفة', 'لا رمزية في النص.']",O,,,S,,C
10400030128,5,5,"['syllables', 'coordinated_verbs', 'content_level_1']","{'Orthography': ['O'], 'syntactic': ['S5-2'], 'content': ['C5-1']}","['عدد المقاطع', 'جمل معطوفة', 'لا رمزية في النص.']",O,,,S,,C
10400030130,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400050042,6,6,"['syllables', 'multiple_verbs', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'syntactic': ['S6-1'], 'vocab': ['V6-1']}","['عدد المقاطع', 'جملة فيها فعلين (مثلا جملة فعلية مفعولها أن المصدرية)', 'مفردات فصيحة - سامر ١']",O,,,S,V,
10400050065,8,8,['amma_lakin'],{'Morphology': ['M8-4']},['(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)'],,,M,,,
10400050108,12,12,[],{},[],,,,,,
10400050120,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400050130,10,10,"['S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-6'], 'vocab': ['V10-1']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10400050207,6,6,"['plural_masc', 'samerMSA_1.0-msa']","{'Morphology': ['M6-2'], 'vocab': ['V6-1']}","['جمع مذكر سالم', 'مفردات فصيحة - سامر ١']",,,M,,V,
10400050224,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400050249,12,12,[],{},[],,,,,,
10400060027,5,5,"['obj', 'content_level_1']","{'syntactic': ['S5-1'], 'content': ['C5-1']}","['جملة فعلية مع مفعول به واحد اسم', 'لا رمزية في النص.']",,,,S,,C
10400060048,8,8,"['samerMSA_2.1', 'negation_particle']","{'vocab': ['V8-1', 'V8-2']}","['مفردات فصيحة - سامر ١ و سامر ٢', 'أحرف النفي']",,,,,V,
10400060073,9,9,['vocative'],{'syntactic': ['S9-1']},['المنادى'],,,,S,,
10400060075,9,9,['vocative'],{'syntactic': ['S9-1']},['المنادى'],,,,S,,
10400060078,9,9,['vocative'],{'syntactic': ['S9-1']},['المنادى'],,,,S,,
10400060088,5,5,"['syllables', 'obj', 'content_level_1']","{'Orthography': ['O'], 'syntactic': ['S5-1'], 'content': ['C5-1']}","['عدد المقاطع', 'جملة فعلية مع مفعول به واحد اسم', 'لا رمزية في النص.']",O,,,S,,C
10400060101,7,7,"['O7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفردات فصيحة شائعة - سامر ٢']",O,,,,V,
10400060109,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400070074,2,2,"['syllables', 'vocab_2.0', 'adj']","{'Orthography': ['O'], 'vocab': ['V2-2', 'V2-3']}","['عدد المقاطع', 'مفردات متشابهة مع العامية - سامر ١', 'صفة']",O,,,,V,
10400070086,2,2,['adj'],{'vocab': ['V2-3']},['صفة'],,,,,V,
10400070091,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400090049,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10400090141,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10400130089,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400130095,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10400130150,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10400150029,5,5,"['suf_pron', 'content_level_1']","{'Morphology': ['M5-1'], 'content': ['C5-1']}","['لواحق: ضمير متصل مفرد أو جمع', 'لا رمزية في النص.']",,,M,,,C
10400150036,11,11,[],{},[],,,,,,
10400150067,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10400150068,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
10400150159,4,4,['no_obj'],{'syntactic': ['S4-1']},['جملة فعلية بدون مفعول به'],,,,S,,
10400170045,10,10,['V10-3'],{'vocab': ['V10-3']},['(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)'],,,,,V,
10400170068,13,13,['S13-1'],{'syntactic': ['S13-1']},['الجمل شرطية ( مركبة - عادية)'],,,,S,,
10400170083,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400170113,12,12,[],{},[],,,,,,
10400170122,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400170164,12,12,['V12-4'],{'vocab': ['V12-4']},['ذو'],,,,,V,
10400180061,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400180103,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400190029,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400190085,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400210032,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10400210066,8,8,['amma_lakin'],{'Morphology': ['M8-4']},['(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)'],,,M,,,
10400210085,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10400210089,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10400210099,5,5,"['syllables', 'plural_fem_noun_adj', 'content_level_1']","{'Orthography': ['O'], 'Morphology': ['M5-3'], 'content': ['C5-1']}","['عدد المقاطع', 'جمع المؤنث السالم في الأسماء والصفات', 'لا رمزية في النص.']",O,,M,,,C
10400230007,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10400230035,12,12,"['S12-4', 'samerMSA_3.0']","{'syntactic': ['S12-4'], 'vocab': ['V12-1']}","['بدل (غير ما بعد الإشارة أو بدل الكل).. مثلا بدل بعض أو اشتمال (الرغيفَ ثلثَهُ،المعلمُ علمُهُ)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10400230051,7,7,"['S7-2', 'samerMSA_2.0']","{'syntactic': ['S7-2'], 'vocab': ['V7-1']}","['حال', 'مفردات فصيحة شائعة - سامر ٢']",,,,S,V,
10400240020,10,10,"['unique_words', 'S10-6']","{'word count': ['WC'], 'syntactic': ['S10-6']}","['عدد الكلمات', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,W,,S,,
10400240029,7,7,"['S7-2', 'samerMSA_2.0']","{'syntactic': ['S7-2'], 'vocab': ['V7-1']}","['حال', 'مفردات فصيحة شائعة - سامر ٢']",,,,S,V,
10400240072,3,3,"['unique_words', 'prc_Al_det', 'V3-2']","{'word count': ['WC'], 'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['عدد الكلمات', 'سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,W,M,,V,
10400240089,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
10400240122,7,7,"['S7-2', 'samerMSA_2.0']","{'syntactic': ['S7-2'], 'vocab': ['V7-1']}","['حال', 'مفردات فصيحة شائعة - سامر ٢']",,,,S,V,
10400240141,7,7,"['broken_plural', 'hal_interrog', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'syntactic': ['S7-3'], 'vocab': ['V7-1']}","['جمع التكسير', 'أداة الاستفهام هل', 'مفردات فصيحة شائعة - سامر ٢']",,,M,S,V,
10400240155,5,5,"['syllables', 'obj']","{'Orthography': ['O'], 'syntactic': ['S5-1']}","['عدد المقاطع', 'جملة فعلية مع مفعول به واحد اسم']",O,,,S,,
10400250030,7,7,"['S7-2', 'samerMSA_2.0']","{'syntactic': ['S7-2'], 'vocab': ['V7-1']}","['حال', 'مفردات فصيحة شائعة - سامر ٢']",,,,S,V,
10400250042,7,7,"['O7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفردات فصيحة شائعة - سامر ٢']",O,,,,V,
10400250052,7,7,"['O7-1', 'S7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'syntactic': ['S7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢']",O,,,S,V,
10400250058,7,7,"['O7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفردات فصيحة شائعة - سامر ٢']",O,,,,V,
10400260014,7,7,"['broken_plural', 'S7-1', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'syntactic': ['S7-1'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢']",,,M,S,V,
10400280034,11,11,[],{},[],,,,,,
10400280037,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
10400280083,5,5,"['syllables', 'suf_pron']","{'Orthography': ['O'], 'Morphology': ['M5-1']}","['عدد المقاطع', 'لواحق: ضمير متصل مفرد أو جمع']",O,,M,,,
10400280093,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
10400280097,10,10,['inna_wa_akhawataha'],{'syntactic': ['S10-1']},['إن وأخواتها'],,,,S,,
10400280173,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10400290015,11,11,[],{},[],,,,,,
10400290024,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10400290046,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10400290049,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
10400290051,10,10,['V10-3'],{'vocab': ['V10-3']},['(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)'],,,,,V,
10400290086,12,12,[],{},[],,,,,,
10400290092,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400290113,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10400330074,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
10400360081,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10400360094,12,12,"['S12-1', 'samerMSA_3.0']","{'syntactic': ['S12-1'], 'vocab': ['V12-1']}","['جمل اعتراضية  ( تفسير- دعاء...)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
10400360201,4,4,"['prc_prep', 'jar_majroor', 'preposition']","{'Morphology': ['M4-2'], 'syntactic': ['S4-2'], 'vocab': ['V4-1']}","['سوابق: حروف جر متصلة (ب+ ل+ ك+)', 'جار+مجرور', 'حروف الجر']",,,M,S,V,
10400370037,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10400370041,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10400370045,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10400370126,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10400370136,4,4,"['no_obj', 'jar_majroor', 'preposition']","{'syntactic': ['S4-1', 'S4-2'], 'vocab': ['V4-1']}","['جملة فعلية بدون مفعول به', 'جار+مجرور', 'حروف الجر']",,,,S,V,
10400370168,11,11,[],{},[],,,,,,
10400380101,12,12,[],{},[],,,,,,
10400400033,11,11,[],{},[],,,,,,
10400400050,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10400400073,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10400400094,13,13,['S13-1'],{'syntactic': ['S13-1']},['الجمل شرطية ( مركبة - عادية)'],,,,S,,
10400400103,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400400170,10,10,['V10-3'],{'vocab': ['V10-3']},['(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)'],,,,,V,
